vote_trump,census_region,state,age,weight_2020,hispan,sex,race,income,education_category,stateicp
0,1,CT,38,0.7776357520657118,0,1,1,2,3,Connecticut
1,4,CA,73,1.5794219821121398,1,0,1,2,3,California
0,2,MI,72,0.3452440188615557,0,0,1,2,3,Michigan
1,3,TN,47,1.813117528534817,0,0,1,2,2,Tennessee
0,3,FL,22,0.0959971990632666,0,0,2,1,2,Florida
0,2,MI,63,0.7212671843886496,0,0,1,2,2,Michigan
0,3,NC,70,2.823764079575714,0,0,1,2,2,North Carolina
0,4,CA,68,0.4453095241553639,0,1,1,2,3,California
0,2,MO,50,0.454060213348896,0,0,1,2,2,Missouri
1,1,NY,70,3.8439949403480638,0,0,1,2,2,New York
1,4,CA,21,2.4562025757372132,0,0,1,2,2,California
1,4,CA,35,0.38300957172169253,1,0,1,2,3,California
0,3,GA,62,4.199575192498575,0,0,2,2,2,Georgia
1,2,OH,46,2.074921133522862,0,0,1,2,2,Ohio
0,3,MD,66,0.12668736321320215,0,0,1,1,3,Maryland
0,3,NC,65,0.1456701399508669,0,0,1,1,2,North Carolina
0,2,MN,46,0.04586144011150702,0,0,1,1,3,Minnesota
1,2,MN,47,0.7559664107633183,0,1,1,3,3,Minnesota
0,4,WA,39,0.3882222257439198,0,1,1,2,3,Washington
0,3,TX,20,0.724582554022516,1,0,1,2,3,Texas
0,2,MO,51,1.1688657009430086,0,0,1,2,1,Missouri
1,3,SC,63,0.9096186648485565,0,0,1,2,2,South Carolina
0,3,FL,55,0.42486947663491503,0,0,1,2,3,Florida
1,3,GA,52,2.0290331603711107,0,0,1,2,2,Georgia
0,3,GA,54,0.12411828756850271,1,0,1,2,3,Georgia
1,3,OK,30,0.12094414683588169,0,0,1,1,3,Oklahoma
0,1,PA,68,0.9982844375430394,0,0,1,3,3,Pennsylvania
1,2,WI,49,0.16816179561285902,0,0,1,1,1,Wisconsin
0,3,SC,69,0.09747237254254447,0,0,1,1,3,South Carolina
0,3,FL,60,5.000077931818608,1,1,1,1,1,Florida
0,4,CA,42,2.3429966416095462,0,0,1,2,3,California
1,3,KY,47,0.9347636773004756,0,0,1,1,2,Kentucky
1,4,OR,65,0.7576377644181446,0,0,1,1,2,Oregon
0,1,NY,44,0.37618930711568005,1,1,5,1,2,New York
0,2,IA,51,3.4058063976337634,0,0,1,4,2,Iowa
1,4,AZ,52,5.000000552259023,1,0,1,3,3,Arizona
1,2,IN,61,1.1461205158454517,0,0,1,2,2,Indiana
1,2,OH,49,1.1493379408165303,0,0,1,2,2,Ohio
0,1,PA,72,0.49693009115354875,0,0,1,1,3,Pennsylvania
1,4,CA,31,0.2243077566496128,1,0,5,2,2,California
0,3,MD,69,1.1656308428136137,0,1,2,2,3,Maryland
0,1,NJ,43,5.000006375162034,1,1,5,2,2,New Jersey
0,3,MD,63,2.1639495093761725,0,0,2,2,2,Maryland
0,4,WA,67,0.7456568317180025,0,0,1,1,2,Washington
0,3,FL,67,0.45636521587952683,0,0,1,2,3,Florida
0,3,VA,31,0.5176841419714251,0,1,3,3,3,Virginia
1,3,FL,43,0.7272636403587319,0,0,1,2,3,Florida
0,2,WI,75,0.6679245375515311,0,0,1,2,3,Wisconsin
1,4,CA,62,0.2996411896292431,0,0,1,1,3,California
1,2,IL,43,0.5966316954566668,1,0,1,2,2,Illinois
1,3,NC,46,0.13571144927105663,0,0,1,1,3,North Carolina
0,2,IL,53,4.317739219695949,1,0,1,2,2,Illinois
0,3,KY,30,0.024764183467759746,1,1,1,2,3,Kentucky
0,1,PA,32,0.32416302223374843,0,0,2,1,2,Pennsylvania
1,4,CA,61,0.3084895506048617,0,0,1,1,2,California
0,3,FL,71,0.46687678864330306,0,1,1,2,3,Florida
1,3,TX,59,1.0460802835466505,0,0,1,2,2,Texas
0,3,GA,43,1.4865830610346662,0,0,1,3,2,Georgia
0,3,NC,30,0.09306389597705636,0,1,1,1,3,North Carolina
0,4,NM,49,0.6073568821783564,0,0,1,3,3,New Mexico
0,4,CA,66,0.607266118750962,0,1,1,2,3,California
0,3,FL,18,1.9148014000466829,0,1,1,3,2,Florida
0,1,ME,61,0.24097685872846772,0,0,1,1,2,Maine
1,4,AZ,28,2.7464120064474877,1,0,1,1,2,Arizona
1,3,AL,58,2.342394308994709,0,0,1,4,3,Alabama
1,2,IN,57,0.07212329314685105,0,0,1,1,3,Indiana
1,1,MA,58,5.000007462063302,1,0,1,3,2,Massachusetts
0,2,OH,80,3.826469051867854,0,1,2,2,3,Ohio
1,3,SC,32,0.5654321680410093,0,0,1,1,2,South Carolina
0,4,WA,34,0.20860781504720863,0,0,1,1,1,Washington
1,3,TX,29,0.3721680209611776,1,1,1,4,3,Texas
0,3,FL,63,0.3784362054237439,0,0,1,2,3,Florida
0,3,AR,49,0.9784803399810313,0,0,1,2,2,Arkansas
1,2,NE,25,0.2920028196730733,0,0,1,1,3,Nebraska
1,3,FL,30,1.2393632757953772,0,1,1,2,3,Florida
1,4,CO,70,4.970869799728912,0,0,1,2,3,Colorado
0,1,PA,70,0.24460687207346968,0,0,1,1,3,Pennsylvania
0,3,TX,56,2.6878107464684113,1,1,1,2,2,Texas
0,4,CA,38,1.0570582773591979,0,0,2,1,2,California
0,4,CA,26,0.3181491424012632,1,0,1,3,3,California
1,2,MI,45,0.16539108236973277,0,0,1,1,2,Michigan
0,3,GA,33,0.03586001630885937,1,0,5,1,3,Georgia
1,2,NE,50,1.4673957734358862,0,0,1,4,3,Nebraska
0,2,OH,23,0.18504859694870043,0,0,3,1,3,Ohio
0,2,KS,50,0.46112141013115915,0,0,1,2,3,Kansas
1,2,MI,67,0.7438038364927216,0,0,1,2,2,Michigan
0,3,FL,23,0.031176062261764212,0,0,2,1,2,Florida
1,3,AL,50,0.8260278530379926,0,0,1,2,3,Alabama
0,1,PA,47,0.4887967577587271,1,0,5,3,1,Pennsylvania
0,3,TX,33,0.2249218457323826,0,0,1,1,3,Texas
0,4,CA,30,0.008128495577903662,1,0,5,2,3,California
0,3,MD,60,1.0052062727775561,0,0,3,2,3,Maryland
0,3,NC,63,0.7859547956710167,0,0,1,3,3,North Carolina
0,3,VA,75,0.3142852494021886,0,0,1,1,2,Virginia
1,1,NJ,58,0.39402457112325495,1,0,5,2,2,New Jersey
1,4,ID,66,0.3718091054440386,1,0,1,2,3,Idaho
0,3,NC,57,1.053210400826797,0,1,2,1,2,North Carolina
0,3,NC,55,0.2733302863051422,0,0,1,1,2,North Carolina
0,4,CA,57,0.17579004412256904,0,0,4,1,2,California
1,2,IL,60,1.2679772926431183,0,0,1,2,2,Illinois
1,1,NJ,80,4.929506722462703,0,0,1,4,2,New Jersey
0,4,NV,60,0.5166685223628398,0,0,2,1,2,Nevada
0,1,PA,55,0.25092459054943245,0,0,1,1,3,Pennsylvania
0,3,FL,36,1.1849146481760304,1,0,1,1,2,Florida
0,3,TN,66,0.16536556854661744,0,0,1,1,3,Tennessee
0,1,PA,63,0.47431384077014344,0,0,1,2,3,Pennsylvania
0,2,KS,48,0.3572293685948622,1,0,5,1,2,Kansas
1,1,NY,84,1.438082928713809,0,0,1,2,3,New York
0,1,PA,28,1.3118040580072765,0,1,1,2,3,Pennsylvania
0,4,CA,66,0.34113535537903206,0,0,1,2,3,California
0,3,TX,73,3.740932125458105,0,0,1,2,2,Texas
0,1,VT,35,0.703235925211714,0,0,1,2,3,Vermont
0,2,IN,34,0.18392073319496471,0,0,1,1,3,Indiana
0,4,CA,30,0.02635227701192908,1,1,1,2,3,California
0,2,KS,64,0.07874688987719303,0,0,1,1,3,Kansas
0,4,HI,32,1.4042361981579665,1,0,2,2,1,Hawaii
0,4,WA,68,0.31738494007432877,0,0,1,2,3,Washington
0,4,CA,48,1.1477864033647283,0,0,1,4,3,California
0,2,OH,37,1.0360838768525962,0,0,1,3,3,Ohio
0,1,NJ,30,0.2504801762768415,1,1,1,2,3,New Jersey
1,3,SC,63,0.7235739543625894,0,0,1,2,3,South Carolina
1,1,PA,73,2.4946575378073415,0,0,1,2,2,Pennsylvania
1,2,OH,53,0.9036270750037965,0,0,1,1,2,Ohio
0,3,FL,30,0.03226997774486783,1,1,1,2,3,Florida
1,3,NC,55,1.0782177644907738,0,0,1,2,3,North Carolina
0,4,AZ,56,1.3036586540335018,0,0,1,4,3,Arizona
1,1,PA,37,2.2600840414952272,0,0,1,3,2,Pennsylvania
0,2,MI,37,1.0608274865628928,0,1,1,3,3,Michigan
0,3,TX,25,0.575861294508714,1,1,1,1,2,Texas
0,4,CO,41,0.25143087954648374,0,0,1,2,3,Colorado
0,3,AL,47,0.31769876564419913,0,0,1,2,3,Alabama
0,4,NV,66,1.3763974659922624,0,0,2,2,3,Nevada
1,1,NY,25,0.007242995316359386,1,1,1,1,3,New York
0,4,CA,18,4.227521081266431,0,1,1,4,1,California
1,3,WV,63,0.4695815804711375,0,0,1,2,3,West Virginia
1,2,IN,43,1.2418598597430686,0,0,3,2,2,Indiana
1,3,TN,64,0.9232067925355059,0,0,1,2,2,Tennessee
1,1,PA,46,0.26016308664044735,0,0,1,1,2,Pennsylvania
1,3,FL,74,2.362407279365404,0,0,1,2,2,Florida
1,2,IA,19,0.6376031702037573,0,0,1,1,1,Iowa
0,4,CA,38,0.054567877762336826,1,1,1,2,3,California
0,3,MD,24,3.7775699936647604,0,1,1,4,3,Maryland
0,2,IL,75,0.4345886892792007,0,0,1,2,3,Illinois
0,2,MI,50,0.23095401196935636,0,0,1,1,3,Michigan
0,2,MO,39,0.4856016936775563,0,0,1,2,1,Missouri
1,2,WI,49,0.3974654699597115,0,0,1,1,2,Wisconsin
0,3,NC,47,0.1226860810285798,0,0,2,1,3,North Carolina
1,1,NJ,51,0.4344884211932055,1,1,1,2,3,New Jersey
0,1,NY,45,0.6818010001221209,0,0,1,3,3,New York
0,1,NJ,73,2.663446514519042,0,0,1,2,2,New Jersey
0,3,AR,51,0.13902721348192576,0,0,1,1,3,Arkansas
0,4,CA,60,5.000008868505937,1,1,1,3,3,California
1,3,TX,22,2.180416192961461,0,0,1,2,2,Texas
0,4,AZ,51,0.6898374586225288,0,0,1,3,3,Arizona
1,4,CA,32,0.17678434107699964,1,0,5,2,2,California
0,4,CA,65,1.1558257983695237,0,0,1,3,3,California
0,2,MI,38,0.22890967517662464,0,0,1,1,2,Michigan
1,3,FL,79,1.8528639770883026,0,0,1,3,3,Florida
0,3,FL,22,4.98150157361628,0,0,5,2,2,Florida
0,1,PA,20,0.48991832951431724,0,0,4,1,1,Pennsylvania
0,3,TX,70,1.0770541239424627,0,0,1,2,3,Texas
0,1,PA,44,0.024416140948158655,1,0,1,2,3,Pennsylvania
1,3,FL,39,2.4244707157448886,0,0,1,4,3,Florida
0,4,CA,39,0.11608056232633775,0,0,1,1,3,California
1,3,GA,48,0.25020428776763504,1,1,1,2,3,Georgia
1,2,KS,46,0.3762480324314113,0,0,1,1,2,Kansas
0,4,NM,41,1.5743466132230615,1,0,5,1,2,New Mexico
0,1,PA,69,0.71172790151587,0,0,1,3,3,Pennsylvania
0,3,MD,50,1.2235587006961177,1,1,5,2,3,Maryland
0,2,IL,28,0.04502415315039111,1,1,1,1,2,Illinois
1,4,NM,24,0.07910466744222125,1,0,5,1,2,New Mexico
1,2,MO,26,0.2967925781332467,0,0,3,1,3,Missouri
0,4,CA,30,0.052123902497773864,0,0,1,1,3,California
0,4,WA,66,0.5327977896887172,0,0,1,1,2,Washington
0,4,CA,21,0.2463172265995031,1,0,5,1,1,California
1,2,OH,61,1.5863060546937813,0,0,1,2,2,Ohio
0,4,CA,27,0.04703661776017215,1,0,5,1,2,California
0,3,NC,47,0.16373540242414825,0,1,2,1,3,North Carolina
0,1,NJ,21,0.08990436960588773,1,1,5,1,2,New Jersey
1,1,NY,57,3.042875654864875,0,0,1,3,2,New York
1,2,MI,50,0.34316523428898893,0,0,1,1,2,Michigan
1,3,SC,57,0.9939530096672816,0,0,1,2,2,South Carolina
0,4,CA,19,2.54037394191655e-4,1,0,4,1,3,California
0,4,CA,60,2.2485315621544917,0,1,4,2,3,California
1,4,CA,76,2.148192592352033,0,1,1,3,3,California
1,3,VA,74,2.9884787312813352,0,0,1,2,2,Virginia
1,2,IA,28,0.9945206664062042,0,0,1,1,1,Iowa
0,4,MT,55,0.18945500570718168,0,0,1,1,3,Montana
1,3,OK,50,1.008800946425962,0,0,1,2,2,Oklahoma
0,3,GA,19,1.4916960837707558,0,0,2,3,2,Georgia
0,3,GA,38,0.19301390669080482,1,1,4,2,3,Georgia
1,4,WA,35,0.5141786922959896,0,0,1,2,3,Washington
0,3,NC,67,0.9563475184075143,0,0,2,1,2,North Carolina
0,2,WI,62,0.5484796986546142,0,0,1,2,3,Wisconsin
0,2,IL,54,0.41768407804105745,0,1,2,1,2,Illinois
1,3,TN,53,1.2107161299078097,0,0,1,2,2,Tennessee
1,3,GA,57,3.175028268837262,0,0,5,2,3,Georgia
0,4,CA,47,1.3703501891788257,0,0,2,1,2,California
1,3,GA,58,1.127473883890242,0,0,1,2,3,Georgia
0,4,CO,56,5.000004572005885,0,1,2,2,2,Colorado
1,2,MN,28,2.0183709305230555,0,1,1,3,3,Minnesota
1,3,VA,68,0.8562192278302898,0,0,1,3,3,Virginia
1,4,HI,44,0.6076743458056001,0,1,4,3,3,Hawaii
0,3,VA,38,0.32381536796890853,1,0,1,3,3,Virginia
0,2,OH,39,0.9513302566862906,0,1,2,3,3,Ohio
0,1,NY,32,0.5450360167996688,0,1,4,2,3,New York
1,4,CO,65,2.0040234975813225,0,0,1,2,2,Colorado
0,4,CA,65,0.5234058511592279,0,0,1,2,3,California
1,2,IL,70,1.9317629086281756,0,0,1,2,2,Illinois
0,2,MI,65,0.9391186241577196,0,1,2,2,3,Michigan
1,4,WA,58,1.0576938699268368,0,0,1,2,2,Washington
1,2,OH,83,1.5151045024861038,0,0,1,3,3,Ohio
0,3,VA,50,0.9427567962172634,0,1,1,2,3,Virginia
0,3,FL,25,5.000011342400423,0,0,5,4,3,Florida
0,3,GA,74,0.20782628326886082,0,0,1,1,3,Georgia
0,3,MD,70,4.7582813405055076,0,0,2,2,2,Maryland
1,4,CA,61,2.3381848373040937,0,0,1,3,2,California
1,3,TX,50,1.6373446120046018,0,0,4,2,2,Texas
0,3,GA,36,0.12070141976376372,1,1,1,2,3,Georgia
0,4,ID,22,0.10011023511449925,0,0,2,2,2,Idaho
0,4,WA,54,1.0378444662544577,0,0,1,2,2,Washington
1,2,OH,50,0.12418774105736491,0,0,1,1,3,Ohio
1,2,SD,50,0.8816689243468484,0,0,1,2,3,South Dakota
0,3,GA,39,0.8889165594291736,0,0,1,3,3,Georgia
0,1,NY,52,0.6028971314342025,0,0,1,3,3,New York
0,3,VA,49,0.6362666494621114,0,0,1,2,3,Virginia
1,3,TN,66,0.3659815046410351,0,0,1,2,3,Tennessee
0,3,TX,51,1.654155214516051,0,0,2,1,2,Texas
1,1,CT,42,0.21399903496868436,0,0,1,2,2,Connecticut
1,4,CO,41,0.40223383281251524,1,1,1,1,2,Colorado
1,3,MD,47,0.9347636773004756,0,0,1,2,2,Maryland
1,3,AL,48,1.1766683826801412,0,0,1,2,2,Alabama
1,3,FL,53,4.863942598063749,1,1,1,2,2,Florida
0,3,FL,19,1.8216963041042422,0,1,2,4,2,Florida
0,2,IL,75,1.3612078318876373,0,1,2,1,3,Illinois
1,4,CA,45,0.773902072579463,0,0,1,2,3,California
0,1,NY,34,0.6267007110110925,0,0,1,3,3,New York
0,2,IN,36,0.1375651084134811,0,0,1,1,1,Indiana
1,2,MN,52,1.9926447268028784,0,0,1,3,2,Minnesota
1,1,NY,84,0.353026641796322,0,0,1,1,3,New York
0,4,AZ,73,1.346043877314895,0,0,1,3,3,Arizona
0,2,MI,39,2.7425058940256433,0,1,1,3,3,Michigan
1,3,TX,34,4.760176168740539,0,0,1,2,2,Texas
0,1,RI,45,5.000004020020193,0,0,2,3,3,Rhode Island
1,2,IL,62,1.7528815312830535,0,0,1,4,3,Illinois
1,2,MO,48,0.29657949318485377,0,0,1,2,3,Missouri
0,3,MS,64,0.4496482496749962,0,0,1,2,3,Mississippi
0,3,NC,23,1.7190771439995278,0,0,2,2,2,North Carolina
0,2,IN,29,0.002259257697827346,1,1,2,2,3,Indiana
0,2,MI,45,0.4501431623635054,0,0,2,1,2,Michigan
1,4,CO,45,1.147805162645038,0,0,1,2,2,Colorado
1,3,KY,53,0.7206343534599376,0,0,1,1,2,Kentucky
0,3,MD,50,0.657949053998607,0,0,1,3,3,Maryland
0,1,NJ,59,0.5958112376004828,0,0,1,3,3,New Jersey
0,4,CA,64,0.7063988458880687,0,1,1,3,3,California
0,4,CA,20,0.0947769302016199,0,0,4,1,3,California
1,2,MN,43,0.5848466585425827,0,0,1,2,3,Minnesota
0,4,CA,63,2.5744946161979247,0,0,1,2,2,California
0,1,NJ,54,0.5106609628223696,0,0,1,2,3,New Jersey
0,4,NV,28,0.45454902265817954,1,0,1,2,3,Nevada
1,2,WI,74,1.903330447693542,0,0,1,2,2,Wisconsin
1,4,WA,35,1.6941381786759764,0,0,1,2,2,Washington
0,3,GA,79,1.3638892220235872,0,0,1,2,2,Georgia
1,3,TX,66,5.000008488359909,1,1,1,1,2,Texas
0,4,WY,49,0.07585433536719037,0,0,1,1,3,Wyoming
0,1,NJ,79,1.0113110008398645,0,0,1,2,3,New Jersey
0,2,MI,64,1.3430398786366622,0,1,1,4,3,Michigan
1,4,UT,62,0.5726457117118906,0,0,1,2,3,Utah
0,2,IL,60,0.6025886304006072,1,1,1,3,3,Illinois
1,4,OR,18,2.6458865386455046,0,0,1,2,2,Oregon
0,1,NY,28,0.10550355726700122,0,0,2,1,3,New York
1,2,MI,53,1.36514360206457,0,0,1,2,2,Michigan
0,3,VA,50,4.989015195264177,0,0,2,2,3,Virginia
0,3,TX,38,2.0657037936661915,1,0,1,2,2,Texas
0,4,WA,21,1.4721496956272808,0,1,1,2,3,Washington
1,2,IL,35,0.27884629909939235,1,0,1,2,2,Illinois
1,3,LA,43,2.770921695441187,0,1,1,3,2,Louisiana
1,2,MI,58,0.4940305229653423,0,0,1,2,3,Michigan
1,2,IL,29,3.408854021899175,0,0,1,4,3,Illinois
1,3,NC,54,0.36658624699920583,1,0,2,1,3,North Carolina
1,4,ID,67,0.2502294503957051,0,0,1,1,3,Idaho
1,4,UT,63,1.6681350635864043,0,0,1,3,3,Utah
0,4,CO,26,2.6233375297892283,0,0,1,2,2,Colorado
0,3,SC,57,1.3257675806806113,0,1,2,2,2,South Carolina
1,2,IL,46,0.6035740427493571,0,0,1,2,3,Illinois
0,2,MI,52,0.5300925367293597,0,0,1,3,3,Michigan
1,4,CA,69,0.7442824400366572,0,0,1,2,3,California
0,1,NY,34,2.2243441192401487,0,0,1,3,2,New York
1,3,KY,71,0.7953856130221557,0,0,1,2,3,Kentucky
1,3,OK,29,1.0798516871481023,0,0,1,2,3,Oklahoma
1,2,WI,59,0.645673033204343,0,0,1,1,2,Wisconsin
0,3,VA,49,0.09377459796681041,0,0,1,1,3,Virginia
0,4,AZ,70,1.346043877314895,0,0,1,3,3,Arizona
1,1,NY,45,1.7440659475961324,0,0,1,2,1,New York
0,1,NY,39,1.1383851671466425,1,0,1,2,3,New York
0,4,CA,45,0.13123982190749808,0,0,1,1,3,California
1,1,NY,69,0.6845491336576426,0,0,1,2,3,New York
1,4,CA,30,0.5512589875529303,0,0,4,2,3,California
1,4,CA,65,1.1842158527607245,0,0,1,3,3,California
0,2,OH,20,0.03126549087653002,1,0,5,1,3,Ohio
1,1,PA,27,1.2554966539981383,0,0,1,2,3,Pennsylvania
0,1,PA,40,0.5513974018853256,0,1,1,2,2,Pennsylvania
0,3,TX,30,0.26782798545112896,0,1,2,1,1,Texas
0,4,CA,30,3.7712653862359256,1,1,1,1,1,California
0,3,LA,20,0.07827595602345312,1,1,2,1,2,Louisiana
1,1,NY,35,1.378081798361736,0,0,1,2,2,New York
1,4,OR,52,0.17279369926635316,0,1,1,1,1,Oregon
0,3,FL,51,0.23062530170665038,0,0,1,1,3,Florida
0,4,CO,20,0.07204931931640585,0,1,1,1,2,Colorado
1,2,MI,66,0.6499686814263139,0,1,1,2,1,Michigan
1,1,ME,51,0.3603531901255542,0,1,1,1,2,Maine
1,3,TX,53,0.8260278530379926,0,0,1,2,3,Texas
1,2,IL,47,0.09885050953575439,0,1,1,2,2,Illinois
0,4,CA,66,0.7063988458880687,0,1,1,3,3,California
1,4,CA,79,1.665029811837126,0,0,1,2,3,California
0,1,NY,23,0.6167207461344681,0,1,1,2,3,New York
0,3,MS,31,0.4046489925927296,0,1,2,1,2,Mississippi
0,1,CT,29,0.35505029854625153,0,1,1,2,1,Connecticut
1,3,DE,57,0.47178333838893305,0,0,1,2,3,Delaware
1,3,SC,29,1.2365401282616366,0,0,1,3,2,South Carolina
0,3,VA,61,0.38100528970540204,0,1,3,1,2,Virginia
0,3,MD,40,1.5334188077038933,0,1,2,2,3,Maryland
1,3,FL,23,0.8222444782440048,0,0,1,1,2,Florida
1,3,KY,56,0.15187268694904535,0,0,1,1,3,Kentucky
0,2,OH,62,0.6673481016805122,0,1,1,2,3,Ohio
1,1,PA,25,0.7783512411881826,0,0,4,1,2,Pennsylvania
1,3,FL,24,0.8933724390608244,0,1,1,1,2,Florida
0,1,PA,57,5.000003978217448,0,0,4,4,3,Pennsylvania
1,1,NY,63,0.5057048326295411,0,1,1,1,2,New York
1,3,OK,39,1.445970423235383,0,0,1,2,2,Oklahoma
1,3,TX,37,0.3292833590459136,0,0,1,1,2,Texas
0,4,CA,38,5.000030437537522,0,0,4,2,1,California
0,3,VA,57,0.6235788931162853,0,1,1,2,3,Virginia
0,3,OK,45,0.767433706319676,0,0,1,3,3,Oklahoma
0,3,SC,41,0.07234789525085143,0,0,1,1,3,South Carolina
0,4,ID,52,0.3969277625261937,0,1,1,2,3,Idaho
0,4,WA,71,0.2868036938182094,1,1,1,1,3,Washington
0,3,FL,55,0.2683658785497188,0,0,1,2,3,Florida
0,4,OR,41,0.2560820126008009,0,0,1,1,2,Oregon
1,3,AL,49,0.25724938682651605,0,1,5,1,2,Alabama
0,2,IA,48,0.20146934896443944,0,1,1,1,2,Iowa
1,4,AZ,65,1.0484267986637488,0,0,1,2,3,Arizona
0,2,MI,70,1.0385856335444568,0,0,1,2,3,Michigan
0,1,NY,50,0.4202719360758467,0,1,1,2,3,New York
0,3,NC,61,0.512617315937026,0,1,1,1,2,North Carolina
1,4,ID,60,1.3446407210610198,0,0,1,2,3,Idaho
1,4,CA,73,2.524932684488662,0,0,1,3,3,California
0,3,AL,35,0.4086682103941805,0,1,1,2,3,Alabama
0,3,OK,35,0.594939541210996,0,0,1,2,3,Oklahoma
0,2,MN,44,0.23885791359211223,0,0,1,2,3,Minnesota
1,3,TN,60,0.6594903904538215,0,0,1,1,2,Tennessee
1,2,MI,42,3.364990208353074,0,0,1,4,2,Michigan
0,3,KY,40,0.23980824363173248,0,0,1,2,3,Kentucky
1,1,RI,69,1.7567273161106753,0,0,1,2,2,Rhode Island
1,2,IA,58,0.6294445461622555,0,1,1,1,2,Iowa
0,4,AZ,46,0.5524685528430264,0,0,1,2,3,Arizona
0,2,MI,38,0.4591517535990065,0,1,1,2,2,Michigan
0,1,CT,51,0.5958112376004828,0,0,1,3,3,Connecticut
1,2,IL,58,0.8459908921651852,0,1,1,3,3,Illinois
0,2,MO,70,2.9106286807792507,0,1,1,1,2,Missouri
1,1,PA,54,0.08202893558191131,0,0,1,1,3,Pennsylvania
0,2,OH,60,0.42199644986938917,0,0,1,2,3,Ohio
1,2,KS,64,0.5997162081241495,0,0,1,2,2,Kansas
1,2,MI,58,0.21325020454614052,0,0,1,1,3,Michigan
1,2,KS,63,0.35304914183468145,0,0,1,2,3,Kansas
0,1,CT,72,0.4227841586790913,0,1,1,2,3,Connecticut
0,4,CA,20,0.5272366930689696,0,1,4,2,2,California
1,4,CA,66,0.45806292603878185,0,0,1,2,3,California
1,4,WA,75,2.8332477847050175,0,0,1,2,3,Washington
1,1,PA,81,0.6945997440209614,0,0,1,2,3,Pennsylvania
1,4,AZ,79,5.000004162964474,0,0,1,2,2,Arizona
1,2,IA,53,0.7359177617558051,0,1,1,2,3,Iowa
1,3,FL,70,0.7670403235877086,0,0,1,2,3,Florida
1,2,OH,48,0.6938521794813161,0,0,1,3,3,Ohio
1,2,MI,37,0.4338694615052173,0,0,2,1,2,Michigan
0,4,OR,54,3.1155002017442084,0,0,1,4,3,Oregon
0,3,NC,61,0.9179017521148215,0,0,1,2,3,North Carolina
0,4,UT,39,1.600763118943769,0,0,1,2,2,Utah
0,2,MN,63,0.3094508856728365,0,0,1,2,3,Minnesota
1,1,MA,61,0.33080422254097325,0,0,1,1,2,Massachusetts
1,4,UT,50,0.30678316602697336,0,1,1,3,3,Utah
1,2,IA,55,1.6591597197560315,0,0,1,2,2,Iowa
1,3,FL,25,0.035058315705031484,1,0,2,1,3,Florida
1,4,CA,35,2.2458466321797124,0,1,2,3,3,California
0,2,MN,19,0.434506616086583,0,0,1,1,2,Minnesota
1,3,KY,71,1.0047333515096153,0,0,1,1,2,Kentucky
0,4,CA,27,0.12695220976427818,0,0,4,1,3,California
1,2,IL,64,0.6090425354141916,0,0,1,2,3,Illinois
1,1,PA,68,0.2625202124115836,0,0,1,1,2,Pennsylvania
1,4,CA,71,2.8458328611025623,0,0,1,2,2,California
0,2,IN,55,0.4287187472482081,0,1,1,2,3,Indiana
1,3,TN,26,1.9154205357196468,0,0,1,2,1,Tennessee
0,3,TX,68,2.180827473895045,0,1,2,1,2,Texas
1,3,TN,27,0.026637219005870075,1,0,2,1,2,Tennessee
1,4,CA,40,5.000003767111431,1,1,1,1,2,California
1,3,TX,51,2.4368613698723336,0,0,1,3,2,Texas
1,2,MN,58,1.2453740078741649,0,1,1,3,3,Minnesota
1,3,AL,49,2.4725382788097066,0,0,1,2,2,Alabama
0,3,TX,20,0.06411261831246813,0,0,2,2,3,Texas
1,2,MN,28,0.6017457120239292,0,0,1,1,2,Minnesota
1,3,OK,19,0.7614652149752834,0,1,1,3,2,Oklahoma
1,4,UT,50,0.19061109875471205,0,0,1,1,3,Utah
1,1,NJ,34,3.2102644049137368,0,0,1,3,2,New Jersey
0,3,TX,40,0.1750187753397294,1,0,1,4,3,Texas
0,2,IL,54,2.7663457561143834,0,0,2,3,2,Illinois
1,2,WI,41,0.4034029157990245,0,0,1,1,2,Wisconsin
0,2,IN,39,5.000018191857834,1,0,1,2,2,Indiana
1,2,IL,61,0.5997162081241495,0,0,1,1,2,Illinois
1,1,PA,80,1.0545492411114084,0,0,1,2,3,Pennsylvania
1,3,AL,75,3.083660540266232,0,0,1,2,2,Alabama
1,2,IN,54,0.495309519764954,0,0,1,2,3,Indiana
1,1,NY,73,0.6970363883309116,0,0,1,1,2,New York
1,1,PA,55,3.042875654864875,0,0,1,3,2,Pennsylvania
1,2,IN,55,0.24520351795868744,0,0,1,1,2,Indiana
0,4,AZ,65,0.25749886137659955,0,0,1,2,3,Arizona
1,2,MI,64,2.4224412132823026,0,0,1,4,3,Michigan
1,2,NE,51,0.4177885780030643,0,0,1,2,3,Nebraska
0,3,TX,26,1.8033888725440066,0,1,4,4,3,Texas
1,4,CA,19,0.16390757790346178,1,0,1,2,2,California
1,3,TX,38,0.12012253759542287,1,1,1,1,2,Texas
0,4,CO,61,0.25749886137659955,0,0,1,2,3,Colorado
0,1,PA,68,1.0304319571493317,0,0,1,4,3,Pennsylvania
0,4,CA,51,1.2629869805186458,0,0,1,3,3,California
1,2,IA,56,1.4006919013779926,0,0,1,3,3,Iowa
0,3,LA,47,1.9694302262751449,0,0,1,3,2,Louisiana
0,3,KY,33,0.7765771817166325,0,0,1,2,3,Kentucky
